3005220745W18|99000199A|KENTMETERS||97301125|KENTMETERS||0|10668558|10668562
3005220915W18|09152250|SCHLUMBERGER||16MU076538|ACTARIS||0|10668702|14228842
3005220958W17|00010611|KENTMETERS||05469547|PONTAMOUSSON||0|10669348|10669352
3005231909W13|07017976|SCHLUMBERGER||14BU008928|SCHLUMBERGER||0|10018341|13847624
3005232042W19|04328427|NEPTUNE||12MA250277|ACTARIS||0|10019185|13673716
3005232131W12|00523636|NEPTUNE||00211913|KENTMETERS||0|10019294|10019301
3005232190W16|11008432|SCHLUMBERGER||00410969|NEPTUNE||0|14209880|10019930
3005233448W17|00552779|NEPTUNE||80230499|KENTMETERS||0|10020077|10020089
3005233510W16|05380194|SOCAMOUSSON||00187259|KENTMETERS||0|10020738|10020743
3005249883W15|14XH016289|SCHLUMBERGER||01973311|SOCAMOUSSON||0|13804307|10967232
3005436284W11|15KD023825|SCHLUMBERGER||02162637|SCHLUMBERGER||0||13422251
3005458539W13|15BU015002|ACTARIS||11LU022679|SCHLUMBERGER||0|14009688|13302775
300546010XW1X|00009983|KENTMETERS||05118830|PONTAMOUSSON||0|10042200|10042205
3005460223W15|01588225|PONTAMOUSSON||01891838|PONTAMOUSSON||0|10042292|10042297
3005460401W12|01724451|SOCAMOUSSON||12JB041670|ACTARIS||0|10043049|13569097
3005461637W10|14M342422|KENTMETERS||12MA017209|ACTARIS||0|14070650|13427414
3005461750W16|99807139|KENTMETERS||12MA000073|ACTARIS||0|10043493|13392565
3005480127W10|04028717|KENTMETERS||14BU078009|ACTARIS||0|10035939|13947186
3005480224W11|01514347|PONTAMOUSSON||04099042|SOCAMOUSSON||0|10036094|10036102
3005481751W12|09LU077113|SCHLUMBERGER||04165242|SOCAMOUSSON||0|10036906|10036909
3005481999W13|15JC112712|ACTARIS||01981036|SOCAMOUSSON||0|14127338|10037843
3005483371W12|06700526|KENTMETERS||05001163|KENTMETERS||0|10038562|13559754
3005515117W10|96531665|KENTMETERS||00016427|KENTMETERS||0|10008927|10008932
3005680541W12|97525374|KENTMETERS||04131627|UNKNOWN||0|11252241|10788458
3005803651W12|15BU053085|SCHLUMBERGER||10017535|SCHLUMBERGER||0|14019819|14240748
3005807509W13|14JB010878|ACTARIS||04141560|SOCAMOUSSON||0|14109732|10009053
3005807568W17|12MA165083|ACTARIS||00012501|KENTMETERS||0|14237022|10007688
3005807681W12|81132481|KENTMETERS||12BU055953|SCHLUMBERGER||0|14232111|13495192
3005807797W10|03445989|SOCAMOUSSON||01480586|PONTAMOUSSON||0|10008474|10008479
300605802XW1X|12KC018057|ACTARIS||01705448|KENTMETERS||0|13490961|10045524
3006335775W18|12KC1018075|ACTARIS||14KC028872|ACTARIS||0|13435118|13890031
3006600185W18|02210674|SCHLUMBERGER||12MA028798|ACTARIS||0|10390273|13400535
3006718828W17|06032406|KENTMETERS||12MA428171|KENTMETERS||0|10008324|13551469
300706600XW1X|13BU015343|SCHLUMBERGER||12M435338|KENTMETERS||0|13601947|13581384
3007096898W17|04243209|KENTMETERS||07103057|SCHLUMBERGER||0|10005354|10005363
3007104289W13|12BU052041|SCHLUMBERGER||84045270|KENTMETERS||0|13527435|10016178
300710467XW1X|15BU107627|ACTARIS||00017337|KENTMETERS||0|14181701|10008433
3007227232W19|00017708|SOCAMOUSSON||05331209|UNKNOWN||0|10971442|10831846
3007518865W18|99440399|KENTMETERS||15JB014530|SCHLUMBERGER||0|10021515|14088626
3007793459W13|10029452|SCHLUMBERGER||09017593|SCHLUMBERGER||0|13204435|10021424
3005119254W11|06361761|SMARTMETER||2008029609|SMARTMETER||0|10767203|10033784
300519809XW1X|11010531|ACTARIS||04132868|SOCAMOUSSON||0|13377946|10002894
3005200892W19|15JE098301|ACTARIS||13MA086372|ACTARIS||0|14077994|13638573
3005208044W11|05473658|PONTAMOUSSON||82332149|KENTMETERS||0|10016163|10016168
3005209350W16|99211401|KENTMETERS||83146922|SOCAMOUSSON||0|10016904|10017586
3005221296W14|00009144|KENTMETERS||00001806|KENTMETERS||0|10495726|10495753
3005232158W17|09056192|SCHLUMBERGER||84177793|KENTMETERS||0|10019306|10019310
3005233553W15|12BU048435|SCHLUMBERGER||14KE063666|ACTARIS||0|13553351|13902668
