63545052017|UNKNOWN|06354505201|0.00|
11001023|UNKNOWN|06354505701|100.00|
63545059011|UNKNOWN|06354505901|0.00|
63545059012|UNKNOWN|06354505901|100.00|
63545059013|UNKNOWN|06354505901|100.00|
63545059014|UNKNOWN|06354505901|0.00|
63545063013|UNKNOWN|06354506301|100.00|
13003285|UNKNOWN|06354506401|100.00|
05165702A|KENTMETERS|14111010701|0.00|13788100
05165702A|KENTMETERS|14111010801|0.00|13788100
05165702A|KENTMETERS|14111011001|0.00|13788100
08193781|SCHLUMBERGER|13331004601|0.00|10028844
97000587A|KENTMETERS|12401003501|0.00|10014007
92698074A|KENTMETERS|15555000401|0.00|10023805
15XF131026A|SCHLUMBERGER|12104000201|0.00|
090223503|SCHLUMBERGER|11310000201|0.00|10001042
03011140|KENTMETERS|03003002803|0.00|10678437
03090293|KENTMETERS|10102104101|0.00|10667327
00823249|KENTMETERS|10202007601|0.00|10744693
16XF058186|SCHLUMBERGER|05294040900|0.00|14224391
16XH028097|SCHLUMBERGER|05293021201|0.00|14224428
16BU017816|SCHLUMBERGER|14502001401|0.00|14224561
04000395|KENTMETERS|02117092401|0.00|10613800
08180491|SCHLUMBERGER|03064023500|0.00|10031687
14KC138094|SCHLUMBERGER|07007518201|0.00|13949692
08009253|SCHLUMBERGER|12404006101|0.00|11266114
10037710X|SCHLUMBERGER|14111010701|0.00|
10037710X|SCHLUMBERGER|14111010801|0.00|
10037710X|SCHLUMBERGER|14111011001|0.00|
99W007473|UNKNOWN|05192053600|0.00|13751808
14KD048926|SCHLUMBERGER|09025057801|0.00|13834299
96127634A|UNKNOWN|02163000901|0.00|10652024
96127634A|UNKNOWN|02163078901|0.00|10652024
13KE040888|ACTARIS|05920002301|0.00|13658357
15XF120182|SCHLUMBERGER|05920050701|0.00|14127642
15XF054242|SCHLUMBERGER|10102098001|0.00|14097508
16XF027460|SCHLUMBERGER|11204010808|0.00|14191900
10054383|SCHLUMBERGER|11307000701|0.00|13226252
09000564|ACTARIS|10106001400|0.00|13254617
12KC022735|ACTARIS|10102105201|0.00|13568924
15BU073813|SCHLUMBERGER|11204016702|0.00|14080072
05184263|KENTMETERS|11114002601|0.00|10010619
15BU023992|SCHLUMBERGER|11202000701|0.00|13981994
113200003014|UNKNOWN|11320000301|0.00|
113200004011|UNKNOWN|11320000401|100.00|
113210001012|UNKNOWN|11321000101|0.00|
113210001013|UNKNOWN|11321000101|0.00|
113210001014|UNKNOWN|11321000101|100.00|
113210001015|UNKNOWN|11321000101|100.00|
113220002012|UNKNOWN|11322000201|100.00|
05129010|KENTMETERS|05293069901|0.00|10022992
06130014|SCHLUMBERGER|10102094801|0.00|
10055291|ACTARIS|05191059001|0.00|13226279
06064823|SCHLUMBERGER|03064030101|0.00|10026629
12MA078604|ACTARIS|05191059701|0.00|13574479
14BU065461|SCHLUMBERGER|10102016300|0.00|13905178
14KD095422|ACTARIS|03018003602|0.00|14063524
03012074|SCHLUMBERGER|01345062501|0.00|10038529
03012074|SCHLUMBERGER|01345066001|0.00|10038529
13XH088290|KENTMETERS|03079003101|0.00|13753067
