1ANG-MS003|01-APR-16|31-MAR-17|1ANG-MS003: Anglian Measured Sewerage NHH no msc |Active||Test|MS
1ANG-MS006|01-APR-16|31-MAR-17|1ANG-MS006: Anglian Measured Sewerage NHH Step|Active||Test|MS
1ANG-MS010|01-APR-16|31-MAR-17|1ANG-MS010: Anglian Measured Sewerage NHH St Orange|Active||Test|MS
1ANG-MS013|01-APR-16|31-MAR-17|1ANG-MS013: Anglian Measured Sewerage NHH ComNoSWD|Active||Test|MS
1ANG-MS014|01-APR-16|31-MAR-17|1ANG-MS014: Anglian Measured Sewerage NHH St Blue |Active||Test|MS
1ANGmMS001|01-APR-16|31-MAR-17|1ANGmMS001: Anglian Measured Sewerage NHH |Active||Test|MS
1NWE-MS001|01-APR-16|31-MAR-17|1NWE-MS001: North West Measured Sewerage NHH with RV|Active||Test|MS
1NWE-MS005|01-APR-16|31-MAR-17|1NWE-MS005: North West Measured Sewerage NHH nobase|Active||Test|MS
1NWE-MD013-BAND09|01-APR-16|31-MAR-17|1NWE-MD013: Phased UU Drainage-Site Area for band 09|Active||Test|SW
1NWE-MD013-BAND10|01-APR-16|31-MAR-17|1NWE-MD013: Phased UU Drainage-Site Area for band 10|Active||Test|SW
1NWE-MD013-BAND11|01-APR-16|31-MAR-17|1NWE-MD013: Phased UU Drainage-Site Area for band 11|Active||Test|SW
1NWE-MD013-BAND12|01-APR-16|31-MAR-17|1NWE-MD013: Phased UU Drainage-Site Area for band 12|Active||Test|SW
1NWE-MD013-BAND13|01-APR-16|31-MAR-17|1NWE-MD013: Phased UU Drainage-Site Area for band 13|Active||Test|SW
1NWE-MD013-BAND14|01-APR-16|31-MAR-17|1NWE-MD013: Phased UU Drainage-Site Area for band 14|Active||Test|SW
1NWE-MD013-BAND15|01-APR-16|31-MAR-17|1NWE-MD013: Phased UU Drainage-Site Area for band 15|Active||Test|SW
1YOR-MDBA|01-APR-16|31-MAR-17|1YOR-MDBA: Measured Drainage - Band A |Active||Test|SW
1YOR-MDBB|01-APR-16|31-MAR-17|1YOR-MDBB: Measured Drainage - Band B |Active||Test|SW
1YOR-MDBC|01-APR-16|31-MAR-17|1YOR-MDBC: Measured Drainage - Band C |Active||Test|SW
1YOR-MDBD|01-APR-16|31-MAR-17|1YOR-MDBD: Measured Drainage - Band D |Active||Test|SW
1YOR-MDBE|01-APR-16|31-MAR-17|1YOR-MDBE: Measured Drainage - Band E |Active||Test|SW
1YOR-MDBF|01-APR-16|31-MAR-17|1YOR-MDBF: Measured Drainage - Band F |Active||Test|SW
1YOR-MDBG|01-APR-16|31-MAR-17|1YOR-MDBG: Measured Drainage - Band G |Active||Test|SW
1YORmMDBA|01-APR-16|31-MAR-17|1YORmMDBA: Measured Drainage - Band A |Active||Test|SW
1YORmMDBB|01-APR-16|31-MAR-17|1YORmMDBB: Measured Drainage - Band B |Active||Test|SW
1YORmMDBD|01-APR-16|31-MAR-17|1YORmMDBD: Measured Drainage - Band D |Active||Test|SW
1YORmMDBE|01-APR-16|31-MAR-17|1YORmMDBE: Measured Drainage - Band E |Active||Test|SW
1YORmMDBF|01-APR-16|31-MAR-17|1YORmMDBF: Measured Drainage - Band F |Active||Test|SW
1YORmMDBG|01-APR-16|31-MAR-17|1YORmMDBG: Measured Drainage - Band G |Active||Test|SW
1NWE-MS006|01-APR-16|31-MAR-17|1NWE-MS006: North West Measured Sewerage NHH SWIM |Active||Test|MS
1NWE-MS008|01-APR-16|31-MAR-17|1NWE-MS008: UU Used Water NHH |Active||Test|MS
1NWE-MS012|01-APR-16|31-MAR-17|1NWE-MS012: Phased UU Used Water-Mtr Chrge NHH |Active||Test|MS
1NWEmMS001|01-APR-16|31-MAR-17|1NWEmMS001: North West Measured Sewerage NHH with RV|Active||Test|MS
1THA-MS001|01-APR-16|31-MAR-17|1THA-MS001: Thames Measured Sewerage NHH |Active||Test|MS
1WEL-MS001|01-APR-16|31-MAR-17|1WEL-MS001: Welsh Measured Sewerage NHH |Active||Test|MS
1WEL-MS003|01-APR-16|31-MAR-17|1WEL-MS003: Welsh Measured Sewerage NHH no std chg|Active||Test|MS
1WEL-MS004|01-APR-16|31-MAR-17|1WEL-MS004: Welsh Measured Sewerage NHH No SWD |Active||Test|MS
1WELmMS001|01-APR-16|31-MAR-17|1WELmMS001: Welsh Measured Sewerage NHH |Active||Test|MS
1WELmMS004|01-APR-16|31-MAR-17|1WELmMS004: Welsh Measured Sewerage NHH No SWD |Active||Test|MS
1YOR-MS002|01-APR-16|31-MAR-17|1YOR-MS002: Yorkshire Meas Sewerage NHH stdg only |Active||Test|MS
1YOR-MS004|01-APR-16|31-MAR-17|1YOR-MS004: Yorkshire Meas Sewerage NHH com no st |Active||Test|MS
1YOR-MS806|01-APR-16|31-MAR-17|1YOR-MS806: Yorkshire Measured Sewerage NHH Step|Active||Test|MS
1YOR-MS807|01-APR-16|31-MAR-17|1YOR-MS807: Yorkshire Measured Sewerage NHH Step|Active||Test|MS
1YOR-MS808|01-APR-16|31-MAR-17|1YOR-MS808: Yorkshire Measured Sewerage NHH Step|Active||Test|MS
1YOR-MS809|01-APR-16|31-MAR-17|1YOR-MS809: Yorkshire Measured Sewerage NHH Step|Active||Test|MS
1YOR-MS810|01-APR-16|31-MAR-17|1YOR-MS810: Yorkshire Measured Sewerage NHH Step|Active||Test|MS
1YOR-MS816|01-APR-16|31-MAR-17|1YOR-MS816: Yorkshire Measured Sewerage NHH Step|Active||Test|MS
1YOR-MSDBA|01-APR-16|31-MAR-17|1YOR-MSDBA: Yorkshire Measured Sewerage NHH|Active||Test|MS
1YOR-MSDBB|01-APR-16|31-MAR-17|1YOR-MSDBB: Yorkshire Measured Sewerage NHH|Active||Test|MS
1YORmMS001|01-APR-16|31-MAR-17|1YORmMS001: Yorkshire Measured Sewerage NHH|Active||Test|MS
1YORmMS801|01-APR-16|31-MAR-17|1YORmMS801: Yorkshire Measured Sewerage NHH Step |Active||Test|MS
1YORmMS805|01-APR-16|31-MAR-17|1YORmMS805: Yorkshire Measured Sewerage NHH Step |Active||Test|MS
1YOR-MS802|01-APR-16|31-MAR-17|1YOR-MS802: Yorkshire Measured Sewerage NHH Step|Active||Test|MS
1YOR-MS001|01-APR-16|31-MAR-17|1YOR-MS001: Yorkshire Measured Sewerage NHH|Active||Test|MS
1STW-TWU04|01-APR-16|31-MAR-17|1STW-TWU04: Trade Effluent NHH STD Mogden|Active||Test|TE
1STW-MTW04|01-APR-16|31-MAR-17|1STW-MTW04: Trade Effluent NHH STDMogden|Active||Test|TE
1STW-MTW06_SWS|01-APR-16|31-MAR-17|1STW-MTW06: Trade Effluent NHH R Strength for Surface water sewer|Active||Test|TE
1STW-MTW06_PB|01-APR-16|31-MAR-17|1STW-MTW06: Trade Effluent NHH R Strength for Pool backwash|Active||Test|TE
1STW-MTW06_CW|01-APR-16|31-MAR-17|1STW-MTW06: Trade Effluent NHH R Strength for car wash|Active||Test|TE
1STW-MTW06_GH|01-APR-16|31-MAR-17|1STW-MTW06: Trade Effluent NHH R Strength for gas holder|Active||Test|TE
1STW-MTW06_PS|01-APR-16|31-MAR-17|1STW-MTW06: Trade Effluent NHH R Strength for paint stripping|Active||Test|TE
1STW-MTW06_L|01-APR-16|31-MAR-17|1STW-MTW06: Trade Effluent NHH R Strength for launderette|Active||Test|TE
